,stn_name,stn_id,stn_lon,stn_lat,stn_ele,stn_obs_hgt,stn_mnet_id,stn_tmzn,stn_datetime_start,stn_datetime_end,stn_state,stn_county,stn_cwa,stn_notes
81,Twentynine Palms Self Airport,KNXP,-116.14717,34.29401,2001.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:56:00.000000,CA,San Bernardino,VEF, 
142,Ukiah Municipal Airport,KUKI,-123.20011,39.12783,597.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Mendocino,EKA, 
268,Ukiah(Vor),KENI,-122.73,39.05,614.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454708,2020-09-19 15:40:18.454708,CA,Lake,EKA, 
184,Umpqua River Coast Guard Station,K90S,-124.16667,43.68333,135.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450736,2020-09-19 15:40:18.450736,OR,Douglas,MFR, 
254,University Airport,KEDU,-121.7865,38.5315,68.0,10.0,1,America/Los_Angeles,2010-07-22 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Yolo,STO, 
275,Vacaville,KO45,-120.05,38.38,108.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454739,2020-09-19 15:40:18.454740,CA,Tuolumne,STO, 
144,Vacaville Nut Tree Airport,KVCB,-121.95853,38.37755,105.0,10.0,1,America/Los_Angeles,1999-12-24 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Solano,STO, 
147,"Van Nuys, Van Nuys Airport",KVNY,-118.49083,34.2125,797.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Los Angeles,LOX, 
150,Vandenberg Range,KXVW,-120.56667,34.71667,328.0,10.0,1,America/Los_Angeles,1999-12-10 00:00:00.000000,2002-03-08 05:55:00.000000,CA,Santa Barbara,LOX, 
231,Ventura Harbor,KP43,-119.25,34.25,23.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451175,2020-09-19 15:40:18.451175,CA,Ventura,LOX, 
238,"Victorville, Southern California Logistics Airport",KVCV,-117.38278,34.59722,2884.0,10.0,1,America/Los_Angeles,2004-12-30 00:00:00.000000,2020-09-08 22:45:00.000000,CA,San Bernardino,SGX, 
146,"Visalia, Visalia Municipal Airport",KVIS,-119.4,36.31667,295.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Tulare,HNX, 
155,"Watsonville, Watsonville Municipal Airport",KWVI,-121.78889,36.93944,161.0,10.0,1,America/Los_Angeles,2004-10-08 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Santa Cruz,MTR, 
276,Weaverville,KO54,-122.9223,40.746,2244.0,10.0,1,America/Los_Angeles,2010-11-01 00:00:00.000000,2020-08-12 18:15:00.000000,CA,Trinity,EKA, 
4,Wells,K9BB,-114.96667,41.11667,5650.0,10.0,1,America/Los_Angeles,1997-03-31 00:00:00.000000,2006-12-12 14:45:00.000000,NV,Elko,LKN, 
245,Westover Field - Amador County Airport,KJAQ,-120.79391,38.3768,1694.0,10.0,1,America/Los_Angeles,2007-03-21 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Amador,STO, 
8,Wildhorse Reservoir / Elko,KAWH,-115.78333,41.66667,6240.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2007-07-01 05:50:00.000000,NV,Elko,LKN, 
149,"Winnemucca, Winnemucca Municipal Airport",KWMC,-117.80722,40.90194,4301.0,10.0,1,America/Los_Angeles,1997-01-01 00:00:00.000000,2020-09-08 23:20:00.000000,NV,Humboldt,LKN, 
190,Yaquina Bay Coast Guard Station,K95S,-124.05,44.61667,3.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450761,2020-09-19 15:40:18.450761,OR,Lincoln,PQR, 
158,Zuma Beach,K0L3,-118.81667,34.01667,20.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450582,2020-09-19 15:40:18.450582,CA,Los Angeles,LOX, 
